Env_ID,Location_ID,Date,Temperature_C,Humidity_Percent,Daylight_Hours,Season,Air_Quality_Index,Environmental_Noise_dB
EN001382,L0047,2026-01-06,12.8,46.5,11.44,Winter,61.4,59.1
EN001383,L0047,2026-01-07,12.6,54.8,11.45,Winter,44.9,61.1
EN001384,L0047,2026-01-08,13.0,56.0,11.45,Winter,60.0,52.2
EN001385,L0047,2026-01-09,11.4,41.7,11.45,Winter,62.9,51.9
EN001386,L0047,2026-01-10,13.3,57.2,11.46,Winter,63.4,52.0
EN001387,L0047,2026-01-11,12.9,65.0,11.46,Winter,79.0,62.9
EN001388,L0047,2026-01-12,13.6,49.0,11.47,Winter,65.1,57.2
EN001389,L0047,2026-01-13,14.0,51.2,11.47,Winter,52.6,58.8
EN001390,L0047,2026-01-14,13.4,58.0,11.47,Winter,46.9,51.3
EN001391,L0047,2026-01-15,15.9,69.9,11.48,Winter,61.3,51.4
EN001392,L0047,2026-01-16,11.6,58.1,11.48,Winter,73.8,51.9
EN001393,L0047,2026-01-17,12.8,56.2,11.49,Winter,67.1,56.3
EN001394,L0047,2026-01-18,10.2,58.7,11.49,Winter,70.7,57.6
EN001395,L0047,2026-01-19,13.7,52.2,11.5,Winter,43.2,63.1
EN001396,L0047,2026-01-20,13.7,57.9,11.5,Winter,76.0,52.7
EN001397,L0047,2026-01-21,12.0,55.9,11.51,Winter,47.1,61.9
EN001398,L0047,2026-01-22,12.7,49.0,11.52,Winter,55.9,58.9
EN001399,L0047,2026-01-23,14.7,57.4,11.52,Winter,61.5,59.6
EN001400,L0047,2026-01-24,12.7,50.7,11.53,Winter,59.0,56.3
EN001401,L0047,2026-01-25,16.1,63.1,11.53,Winter,63.9,59.9
EN001402,L0047,2026-01-26,12.9,47.4,11.54,Winter,52.0,58.5
EN001403,L0047,2026-01-27,13.5,57.8,11.54,Winter,67.9,54.5
EN001404,L0047,2026-01-28,11.8,63.7,11.55,Winter,65.8,56.0
EN001405,L0047,2026-01-29,12.9,54.4,11.56,Winter,55.4,60.4
EN001406,L0047,2026-01-30,17.6,56.1,11.56,Winter,64.3,49.6
EN001407,L0047,2026-01-31,12.2,62.4,11.57,Winter,60.6,36.1
EN001408,L0047,2026-02-01,14.3,66.5,11.58,Winter,27.1,65.6
EN001409,L0047,2026-02-02,8.1,60.6,11.58,Winter,54.9,46.3
EN001410,L0047,2026-02-03,13.9,61.9,11.59,Winter,60.1,60.9
EN001411,L0048,2026-01-05,24.3,63.8,11.5,Winter,94.7,66.7
EN001412,L0048,2026-01-06,27.1,63.1,11.5,Winter,63.8,53.8
EN001413,L0048,2026-01-07,22.2,75.3,11.5,Winter,90.5,50.8
EN001414,L0048,2026-01-08,26.4,78.6,11.5,Winter,77.3,57.1
EN001415,L0048,2026-01-09,21.5,73.0,11.51,Winter,85.1,58.8
EN001416,L0048,2026-01-10,25.7,76.5,11.51,Winter,81.3,59.4
EN001417,L0048,2026-01-11,26.8,74.4,11.51,Winter,89.4,57.1
EN001418,L0048,2026-01-12,23.8,78.1,11.52,Winter,77.2,59.9
EN001419,L0048,2026-01-13,25.1,73.2,11.52,Winter,80.4,55.5
EN001420,L0048,2026-01-14,22.0,77.3,11.53,Winter,88.2,62.2
EN001421,L0048,2026-01-15,24.0,86.4,11.53,Winter,79.7,53.6
EN001422,L0048,2026-01-16,23.2,64.6,11.53,Winter,106.5,64.9
EN001423,L0048,2026-01-17,26.1,69.6,11.54,Winter,110.4,56.2
EN001424,L0048,2026-01-18,24.5,83.6,11.54,Winter,94.2,69.0
EN001425,L0048,2026-01-19,25.4,72.6,11.55,Winter,76.4,48.8
EN001426,L0048,2026-01-20,24.5,81.9,11.55,Winter,93.4,58.1
EN001427,L0048,2026-01-21,23.2,76.4,11.56,Winter,99.2,60.2
EN001428,L0048,2026-01-22,25.3,70.2,11.56,Winter,97.1,42.3
EN001429,L0048,2026-01-23,25.7,90.4,11.57,Winter,63.9,56.8
EN001430,L0048,2026-01-24,25.0,72.2,11.57,Winter,99.5,60.4
EN001431,L0048,2026-01-25,25.3,79.8,11.58,Winter,85.2,73.9
EN001432,L0048,2026-01-26,25.3,76.2,11.58,Winter,61.1,55.3
EN001433,L0048,2026-01-27,27.1,67.0,11.59,Winter,54.8,58.2
EN001434,L0048,2026-01-28,27.5,75.3,11.59,Winter,80.3,48.7
EN001435,L0048,2026-01-29,25.9,79.0,11.6,Winter,60.1,63.7
EN001436,L0048,2026-01-30,26.4,81.8,11.61,Winter,93.2,61.3
EN001437,L0048,2026-01-31,26.0,80.2,11.61,Winter,59.5,50.5
EN001438,L0048,2026-02-01,23.7,74.2,11.62,Winter,90.4,59.6
EN001439,L0048,2026-02-02,27.1,81.9,11.63,Winter,72.8,59.2
EN001440,L0048,2026-02-03,23.6,73.9,11.63,Winter,89.5,41.0
EN001441,L0049,2026-01-05,31.7,71.4,13.4,Summer,61.7,67.6
EN001442,L0049,2026-01-06,26.7,68.8,13.39,Summer,63.2,66.3
EN001443,L0049,2026-01-07,27.2,68.9,13.38,Summer,86.9,60.9
EN001444,L0049,2026-01-08,27.3,74.7,13.37,Summer,105.5,59.6
EN001445,L0049,2026-01-09,27.6,69.0,13.36,Summer,88.3,55.0
EN001446,L0049,2026-01-10,26.9,58.8,13.35,Summer,53.4,55.4
EN001447,L0049,2026-01-11,27.3,78.6,13.34,Summer,77.5,53.4
EN001448,L0049,2026-01-12,26.1,76.2,13.33,Summer,85.8,58.1
EN001449,L0049,2026-01-13,26.7,74.7,13.32,Summer,56.1,60.0
EN001450,L0049,2026-01-14,31.6,69.2,13.31,Summer,59.1,60.1
EN001451,L0049,2026-01-15,26.6,59.6,13.3,Summer,79.8,63.6
EN001452,L0049,2026-01-16,26.9,65.7,13.29,Summer,56.5,57.3
EN001453,L0049,2026-01-17,26.5,61.9,13.28,Summer,96.5,60.3
EN001454,L0049,2026-01-18,28.5,73.3,13.27,Summer,80.8,55.9
EN001455,L0049,2026-01-19,27.9,66.4,13.25,Summer,76.1,59.7
EN001456,L0049,2026-01-20,26.7,60.0,13.24,Summer,72.0,57.0
EN001457,L0049,2026-01-21,24.0,71.0,13.23,Summer,83.5,70.6
EN001458,L0049,2026-01-22,26.7,64.8,13.21,Summer,54.5,59.0
EN001459,L0049,2026-01-23,27.8,63.1,13.2,Summer,67.6,48.1
EN001460,L0049,2026-01-24,29.0,63.4,13.18,Summer,69.5,50.9
EN001461,L0049,2026-01-25,26.3,66.3,13.17,Summer,69.8,60.4
EN001462,L0049,2026-01-26,29.9,72.4,13.15,Summer,83.5,65.2
EN001463,L0049,2026-01-27,28.3,67.8,13.14,Summer,84.1,63.4
EN001464,L0049,2026-01-28,28.4,59.3,13.12,Summer,58.2,56.6
EN001465,L0049,2026-01-29,28.6,67.9,13.1,Summer,85.9,64.6
EN001466,L0049,2026-01-30,29.4,75.2,13.09,Summer,55.5,60.4
EN001467,L0049,2026-01-31,26.1,58.1,13.07,Summer,66.0,64.6
EN001468,L0049,2026-02-01,28.0,80.1,13.05,Summer,72.5,70.2
EN001469,L0049,2026-02-02,27.4,68.1,13.04,Summer,52.1,63.6
EN001470,L0049,2026-02-03,26.1,64.1,13.02,Summer,87.9,63.8
EN001471,L0050,2026-01-05,30.6,72.8,13.35,Summer,90.3,57.7
EN001472,L0050,2026-01-06,29.9,84.3,13.35,Summer,96.2,67.9
EN001473,L0050,2026-01-07,30.2,73.6,13.34,Summer,102.6,66.5
EN001474,L0050,2026-01-08,32.1,82.1,13.33,Summer,91.4,56.9
EN001475,L0050,2026-01-09,29.6,85.0,13.32,Summer,97.1,60.3
EN001476,L0050,2026-01-10,28.6,73.0,13.31,Summer,88.7,58.7
EN001477,L0050,2026-01-11,31.7,73.6,13.3,Summer,91.7,53.7
EN001478,L0050,2026-01-12,29.9,83.2,13.29,Summer,113.7,59.0
EN001479,L0050,2026-01-13,29.6,74.1,13.28,Summer,98.4,59.6
EN001480,L0050,2026-01-14,28.7,75.8,13.27,Summer,97.3,56.5
EN001481,L0050,2026-01-15,28.1,85.2,13.26,Summer,128.9,52.0
EN001482,L0050,2026-01-16,26.3,69.3,13.25,Summer,89.6,62.5
EN001483,L0050,2026-01-17,29.6,76.0,13.24,Summer,98.4,54.5
EN001484,L0050,2026-01-18,28.1,74.9,13.23,Summer,68.8,52.2
EN001485,L0050,2026-01-19,26.5,79.6,13.21,Summer,94.4,61.1
EN001486,L0050,2026-01-20,25.2,66.1,13.2,Summer,100.3,44.1
EN001487,L0050,2026-01-21,30.8,64.1,13.19,Summer,102.8,53.6
EN001488,L0050,2026-01-22,30.4,94.2,13.17,Summer,59.2,61.5
EN001489,L0050,2026-01-23,25.3,77.6,13.16,Summer,88.1,58.6
EN001490,L0050,2026-01-24,26.9,79.7,13.15,Summer,70.7,64.2
EN001491,L0050,2026-01-25,27.8,66.6,13.13,Summer,113.3,57.7
EN001492,L0050,2026-01-26,32.0,82.3,13.12,Summer,79.8,57.6
EN001493,L0050,2026-01-27,28.7,84.2,13.1,Summer,97.1,58.9
EN001494,L0050,2026-01-28,28.2,74.7,13.09,Summer,109.3,58.0
EN001495,L0050,2026-01-29,27.8,71.6,13.07,Summer,83.2,51.0
EN001496,L0050,2026-01-30,27.1,84.0,13.05,Summer,88.1,61.5
EN001497,L0050,2026-01-31,24.0,78.4,13.04,Summer,88.7,55.6
EN001498,L0050,2026-02-01,28.8,72.0,13.02,Summer,61.3,62.6
EN001499,L0050,2026-02-02,28.9,73.1,13.0,Summer,77.5,50.7
EN001500,L0050,2026-02-03,28.9,84.7,12.99,Summer,93.8,51.1
EN001501,L0051,2026-01-05,20.1,64.7,14.23,Summer,62.1,61.0
EN001502,L0051,2026-01-06,14.3,68.3,14.22,Summer,36.0,50.9
EN001503,L0051,2026-01-07,19.4,67.5,14.2,Summer,27.0,61.5
EN001504,L0051,2026-01-08,21.1,65.3,14.19,Summer,37.9,53.1
EN001505,L0051,2026-01-09,21.6,55.9,14.18,Summer,64.9,57.2
EN001506,L0051,2026-01-10,19.6,54.8,14.16,Summer,47.9,61.1
EN001507,L0051,2026-01-11,17.4,68.0,14.15,Summer,51.2,54.8
EN001508,L0051,2026-01-12,21.3,51.8,14.13,Summer,54.9,66.1
EN001509,L0051,2026-01-13,22.4,67.3,14.11,Summer,45.8,54.8
EN001510,L0051,2026-01-14,19.3,68.3,14.09,Summer,38.7,61.8
EN001511,L0051,2026-01-15,23.6,64.6,14.08,Summer,31.2,51.3
EN001512,L0051,2026-01-16,21.2,64.6,14.06,Summer,62.3,55.3
EN001513,L0051,2026-01-17,21.3,64.1,14.04,Summer,39.7,56.0
EN001514,L0051,2026-01-18,17.6,76.9,14.02,Summer,48.7,61.2
EN001515,L0051,2026-01-19,18.8,58.7,14.0,Summer,46.7,63.5
EN001516,L0051,2026-01-20,18.8,59.8,13.98,Summer,52.2,60.5
EN001517,L0051,2026-01-21,22.7,67.1,13.95,Summer,59.0,61.6
EN001518,L0051,2026-01-22,17.7,59.2,13.93,Summer,34.8,51.3
EN001519,L0051,2026-01-23,21.1,66.7,13.91,Summer,51.1,45.0
EN001520,L0051,2026-01-24,23.4,59.6,13.88,Summer,78.7,50.8
EN001521,L0051,2026-01-25,18.2,51.8,13.86,Summer,55.1,52.5
EN001522,L0051,2026-01-26,17.7,56.8,13.83,Summer,60.9,61.6
EN001523,L0051,2026-01-27,22.9,60.9,13.81,Summer,53.1,51.6
EN001524,L0051,2026-01-28,19.0,61.9,13.78,Summer,56.5,63.1
EN001525,L0051,2026-01-29,21.3,59.9,13.76,Summer,64.0,57.8
EN001526,L0051,2026-01-30,18.9,60.7,13.73,Summer,42.2,66.7
EN001527,L0051,2026-01-31,20.0,66.0,13.7,Summer,46.3,70.2
EN001528,L0051,2026-02-01,21.7,60.7,13.68,Summer,46.2,56.9
EN001529,L0051,2026-02-02,19.6,60.8,13.65,Summer,56.1,65.3
EN001530,L0051,2026-02-03,16.9,58.2,13.62,Summer,43.2,55.8
EN001531,L0052,2026-01-05,27.5,71.0,12.68,Summer,73.2,56.7
EN001532,L0052,2026-01-06,23.4,56.3,12.68,Summer,70.9,60.5
EN001533,L0052,2026-01-07,26.3,63.7,12.67,Summer,58.0,58.9
EN001534,L0052,2026-01-08,25.6,56.2,12.67,Summer,70.3,57.9
EN001535,L0052,2026-01-09,22.1,52.5,12.66,Summer,58.1,65.2
EN001536,L0052,2026-01-10,27.0,67.1,12.66,Summer,87.5,57.8
EN001537,L0052,2026-01-11,25.7,62.3,12.66,Summer,52.8,54.6
EN001538,L0052,2026-01-12,20.3,72.7,12.65,Summer,51.0,54.0
EN001539,L0052,2026-01-13,21.9,63.8,12.65,Summer,84.7,68.5
EN001540,L0052,2026-01-14,21.0,62.9,12.64,Summer,45.5,62.9
EN001541,L0052,2026-01-15,24.5,61.2,12.64,Summer,61.0,55.6
EN001542,L0052,2026-01-16,26.9,68.3,12.63,Summer,69.4,44.7
EN001543,L0052,2026-01-17,23.9,77.5,12.62,Summer,78.6,48.8
EN001544,L0052,2026-01-18,23.4,57.8,12.62,Summer,84.0,59.2
EN001545,L0052,2026-01-19,22.6,65.2,12.61,Summer,23.5,52.6
EN001546,L0052,2026-01-20,24.0,70.1,12.6,Summer,32.8,56.1
EN001547,L0052,2026-01-21,25.8,56.3,12.6,Summer,63.2,58.3
EN001548,L0052,2026-01-22,27.0,63.6,12.59,Summer,57.6,62.3
EN001549,L0052,2026-01-23,21.6,63.7,12.58,Summer,53.6,57.3
EN001550,L0052,2026-01-24,25.5,68.3,12.58,Summer,49.5,58.7
EN001551,L0052,2026-01-25,26.6,60.0,12.57,Summer,62.0,57.0
EN001552,L0052,2026-01-26,23.8,55.2,12.56,Summer,79.8,54.1
EN001553,L0052,2026-01-27,25.7,61.3,12.55,Summer,51.2,64.1
EN001554,L0052,2026-01-28,25.7,66.3,12.55,Summer,70.7,56.6
EN001555,L0052,2026-01-29,23.8,61.0,12.54,Summer,72.7,54.5
EN001556,L0052,2026-01-30,26.5,63.1,12.53,Summer,60.3,61.8
EN001557,L0052,2026-01-31,23.9,63.2,12.52,Summer,59.6,62.5
EN001558,L0052,2026-02-01,22.6,64.2,12.51,Summer,60.1,62.3
EN001559,L0052,2026-02-02,23.6,75.8,12.51,Summer,57.8,56.8
EN001560,L0052,2026-02-03,23.4,57.1,12.5,Summer,45.5,55.3
EN001561,L0053,2026-01-05,17.1,57.8,11.74,Winter,53.2,64.1
EN001562,L0053,2026-01-06,17.9,65.5,11.74,Winter,48.1,55.5
EN001563,L0053,2026-01-07,18.3,59.4,11.74,Winter,56.3,61.6
EN001564,L0053,2026-01-08,16.9,54.6,11.74,Winter,63.1,62.6
EN001565,L0053,2026-01-09,12.9,58.1,11.74,Winter,44.4,53.1
EN001566,L0053,2026-01-10,14.0,60.9,11.75,Winter,55.5,54.8
EN001567,L0053,2026-01-11,15.1,51.1,11.75,Winter,66.0,63.7
EN001568,L0053,2026-01-12,14.9,56.8,11.75,Winter,65.2,47.9
EN001569,L0053,2026-01-13,16.0,76.6,11.75,Winter,58.3,57.4
EN001570,L0053,2026-01-14,16.3,67.9,11.75,Winter,73.6,47.2
EN001571,L0053,2026-01-15,16.0,73.4,11.76,Winter,68.7,52.2
EN001572,L0053,2026-01-16,15.5,50.3,11.76,Winter,77.3,53.2
EN001573,L0053,2026-01-17,15.1,52.9,11.76,Winter,52.3,65.4
EN001574,L0053,2026-01-18,15.2,54.6,11.76,Winter,44.0,48.6
EN001575,L0053,2026-01-19,12.7,58.7,11.76,Winter,73.7,55.2
EN001576,L0053,2026-01-20,17.8,53.7,11.77,Winter,56.7,52.6
EN001577,L0053,2026-01-21,16.8,70.6,11.77,Winter,35.3,56.3
EN001578,L0053,2026-01-22,17.3,49.3,11.77,Winter,67.9,64.1
EN001579,L0053,2026-01-23,15.2,61.3,11.77,Winter,84.7,67.7
EN001580,L0053,2026-01-24,14.9,54.8,11.78,Winter,47.1,62.9
EN001581,L0053,2026-01-25,12.6,56.5,11.78,Winter,61.4,55.5
EN001582,L0053,2026-01-26,15.5,73.4,11.78,Winter,58.3,55.8
EN001583,L0053,2026-01-27,16.9,59.4,11.79,Winter,80.2,58.8
EN001584,L0053,2026-01-28,14.6,47.3,11.79,Winter,37.3,48.8
EN001585,L0053,2026-01-29,15.7,49.8,11.79,Winter,77.6,58.2
EN001586,L0053,2026-01-30,14.6,52.9,11.79,Winter,68.7,54.0
EN001587,L0053,2026-01-31,13.3,65.1,11.8,Winter,65.0,56.8
EN001588,L0053,2026-02-01,16.2,58.1,11.8,Winter,65.4,53.9
EN001589,L0053,2026-02-02,18.8,54.5,11.8,Winter,81.8,57.1
EN001590,L0053,2026-02-03,16.6,62.4,11.81,Winter,76.1,53.8
EN001591,L0054,2026-01-05,17.0,69.1,11.65,Winter,56.4,58.2
EN001592,L0054,2026-01-06,14.1,55.9,11.65,Winter,84.0,53.0
EN001593,L0054,2026-01-07,13.4,67.7,11.66,Winter,68.7,68.6
EN001594,L0054,2026-01-08,14.2,58.8,11.66,Winter,50.8,58.7
EN001595,L0054,2026-01-09,11.8,62.1,11.66,Winter,64.5,57.7
EN001596,L0054,2026-01-10,14.3,52.6,11.66,Winter,70.2,52.1
EN001597,L0054,2026-01-11,15.9,70.4,11.66,Winter,80.8,50.5
EN001598,L0054,2026-01-12,14.0,60.5,11.67,Winter,59.0,51.0
EN001599,L0054,2026-01-13,15.7,57.9,11.67,Winter,86.8,56.7
EN001600,L0054,2026-01-14,17.1,50.4,11.67,Winter,45.6,61.6
EN001601,L0054,2026-01-15,17.0,52.3,11.67,Winter,60.3,51.1
EN001602,L0054,2026-01-16,14.7,63.0,11.68,Winter,53.9,56.8
EN001603,L0054,2026-01-17,13.0,54.1,11.68,Winter,84.6,58.4
EN001604,L0054,2026-01-18,13.2,56.1,11.68,Winter,37.6,52.9
EN001605,L0054,2026-01-19,17.4,57.1,11.69,Winter,86.5,57.5
EN001606,L0054,2026-01-20,14.9,61.8,11.69,Winter,22.6,59.0
EN001607,L0054,2026-01-21,14.9,66.9,11.69,Winter,73.5,52.3
EN001608,L0054,2026-01-22,17.2,56.4,11.7,Winter,47.3,59.0
EN001609,L0054,2026-01-23,14.6,67.2,11.7,Winter,64.8,59.0
EN001610,L0054,2026-01-24,16.6,64.6,11.7,Winter,71.0,65.1
EN001611,L0054,2026-01-25,16.1,59.0,11.71,Winter,77.3,57.5
EN001612,L0054,2026-01-26,15.1,68.3,11.71,Winter,82.7,58.0
EN001613,L0054,2026-01-27,14.2,66.8,11.72,Winter,71.2,59.6
EN001614,L0054,2026-01-28,14.5,60.0,11.72,Winter,59.7,54.7
EN001615,L0054,2026-01-29,15.3,59.6,11.72,Winter,54.7,62.5
EN001616,L0054,2026-01-30,17.4,63.8,11.73,Winter,56.1,61.8
EN001617,L0054,2026-01-31,15.2,50.6,11.73,Winter,69.4,58.7
EN001618,L0054,2026-02-01,19.8,66.7,11.74,Winter,70.0,59.2
EN001619,L0054,2026-02-02,15.4,52.0,11.74,Winter,35.7,53.6
EN001620,L0054,2026-02-03,15.0,45.4,11.75,Winter,52.4,56.8
EN001621,L0055,2026-01-05,22.5,51.0,14.13,Summer,50.2,66.6
EN001622,L0055,2026-01-06,24.1,51.6,14.12,Summer,54.0,57.9
EN001623,L0055,2026-01-07,21.5,50.4,14.11,Summer,69.1,55.9
EN001624,L0055,2026-01-08,21.0,54.7,14.1,Summer,56.7,48.1
EN001625,L0055,2026-01-09,22.9,60.2,14.08,Summer,61.3,69.1
EN001626,L0055,2026-01-10,25.2,63.7,14.07,Summer,94.2,61.8
EN001627,L0055,2026-01-11,23.3,60.8,14.05,Summer,47.2,58.5
EN001628,L0055,2026-01-12,21.8,57.4,14.04,Summer,45.9,54.6
EN001629,L0055,2026-01-13,23.7,54.2,14.02,Summer,28.0,50.7
EN001630,L0055,2026-01-14,20.9,49.7,14.0,Summer,60.8,59.1
EN001631,L0055,2026-01-15,24.9,59.5,13.99,Summer,70.0,61.0
EN001632,L0055,2026-01-16,23.4,61.6,13.97,Summer,67.9,59.9
EN001633,L0055,2026-01-17,25.3,40.9,13.95,Summer,50.9,56.5
EN001634,L0055,2026-01-18,25.0,64.4,13.93,Summer,34.7,65.1
EN001635,L0055,2026-01-19,20.9,48.2,13.91,Summer,51.7,56.4
EN001636,L0055,2026-01-20,20.1,58.9,13.89,Summer,64.5,63.3
EN001637,L0055,2026-01-21,22.2,54.8,13.87,Summer,54.6,66.4
EN001638,L0055,2026-01-22,17.8,49.3,13.85,Summer,55.1,52.6
EN001639,L0055,2026-01-23,22.4,54.2,13.82,Summer,45.8,58.3
EN001640,L0055,2026-01-24,24.0,53.6,13.8,Summer,48.7,57.2
EN001641,L0055,2026-01-25,22.9,44.6,13.78,Summer,61.5,55.7
EN001642,L0055,2026-01-26,25.1,58.5,13.76,Summer,71.4,52.9
EN001643,L0055,2026-01-27,22.1,47.5,13.73,Summer,45.1,64.3
EN001644,L0055,2026-01-28,25.5,48.1,13.71,Summer,48.6,57.6
EN001645,L0055,2026-01-29,23.8,44.4,13.68,Summer,32.6,60.4
EN001646,L0055,2026-01-30,19.2,52.3,13.66,Summer,57.3,60.1
EN001647,L0055,2026-01-31,22.4,52.8,13.63,Summer,66.8,59.4
EN001648,L0055,2026-02-01,21.5,55.2,13.6,Summer,60.4,66.6
EN001649,L0055,2026-02-02,24.0,62.3,13.58,Summer,46.5,55.4
EN001650,L0055,2026-02-03,22.1,54.1,13.55,Summer,40.9,64.3
EN001651,L0056,2026-01-05,14.7,53.2,11.41,Winter,64.0,59.1
EN001652,L0056,2026-01-06,14.4,46.9,11.41,Winter,53.0,57.7
EN001653,L0056,2026-01-07,14.2,51.2,11.42,Winter,20.0,52.6
EN001654,L0056,2026-01-08,12.9,55.4,11.42,Winter,78.6,60.9
EN001655,L0056,2026-01-09,13.2,54.8,11.42,Winter,70.5,55.0
EN001656,L0056,2026-01-10,12.8,48.5,11.43,Winter,74.9,60.0
EN001657,L0056,2026-01-11,11.7,54.3,11.43,Winter,62.1,56.7
EN001658,L0056,2026-01-12,12.1,51.1,11.44,Winter,59.7,56.2
EN001659,L0056,2026-01-13,12.2,47.0,11.44,Winter,56.1,57.1
EN001660,L0056,2026-01-14,12.4,56.2,11.44,Winter,65.5,61.5
EN001661,L0056,2026-01-15,14.0,53.6,11.45,Winter,47.1,52.8
EN001662,L0056,2026-01-16,11.9,55.1,11.45,Winter,44.0,58.5
EN001663,L0056,2026-01-17,11.3,45.0,11.46,Winter,66.5,55.6
EN001664,L0056,2026-01-18,11.5,48.4,11.46,Winter,60.9,64.9
EN001665,L0056,2026-01-19,12.3,53.7,11.47,Winter,70.0,48.9
EN001666,L0056,2026-01-20,16.5,69.7,11.48,Winter,17.1,57.5
EN001667,L0056,2026-01-21,11.7,53.4,11.48,Winter,49.1,62.1
EN001668,L0056,2026-01-22,12.8,49.5,11.49,Winter,52.6,60.6
EN001669,L0056,2026-01-23,10.9,45.1,11.49,Winter,82.9,54.8
EN001670,L0056,2026-01-24,12.8,52.6,11.5,Winter,62.7,66.9
EN001671,L0056,2026-01-25,14.1,45.9,11.51,Winter,35.6,56.0
EN001672,L0056,2026-01-26,12.5,44.7,11.51,Winter,66.5,52.6
EN001673,L0056,2026-01-27,15.7,65.9,11.52,Winter,51.5,60.2
EN001674,L0056,2026-01-28,10.8,58.7,11.53,Winter,48.0,52.6
EN001675,L0056,2026-01-29,12.5,52.2,11.53,Winter,50.4,62.7
EN001676,L0056,2026-01-30,11.7,65.4,11.54,Winter,36.4,66.1
EN001677,L0056,2026-01-31,11.3,55.0,11.55,Winter,48.1,56.3
EN001678,L0056,2026-02-01,14.5,64.0,11.55,Winter,71.7,56.0
EN001679,L0056,2026-02-02,13.4,50.3,11.56,Winter,41.1,52.3
EN001680,L0056,2026-02-03,12.3,56.5,11.57,Winter,28.2,57.8
EN001681,L0057,2026-01-05,23.7,64.7,12.01,Summer,51.8,51.0
EN001682,L0057,2026-01-06,21.8,44.1,12.01,Summer,75.5,56.9
EN001683,L0057,2026-01-07,24.3,47.6,12.01,Summer,72.9,57.5
EN001684,L0057,2026-01-08,20.4,49.8,12.01,Summer,68.3,61.4
EN001685,L0057,2026-01-09,24.2,64.0,12.01,Summer,51.7,53.0
EN001686,L0057,2026-01-10,18.5,66.8,12.01,Summer,49.1,65.4
EN001687,L0057,2026-01-11,21.9,60.0,12.01,Summer,55.7,61.3
EN001688,L0057,2026-01-12,21.0,55.8,12.01,Summer,69.7,57.3
EN001689,L0057,2026-01-13,19.6,61.6,12.01,Summer,59.1,60.4
EN001690,L0057,2026-01-14,20.2,50.7,12.01,Summer,84.3,65.7
EN001691,L0057,2026-01-15,22.6,55.7,12.01,Summer,55.8,64.9
EN001692,L0057,2026-01-16,20.4,54.2,12.01,Summer,86.2,57.8
EN001693,L0057,2026-01-17,24.2,49.6,12.01,Summer,67.3,68.4
EN001694,L0057,2026-01-18,21.0,56.4,12.01,Summer,43.7,63.4
EN001695,L0057,2026-01-19,19.6,57.4,12.01,Summer,42.7,65.8
EN001696,L0057,2026-01-20,23.1,57.8,12.01,Summer,43.8,65.7
EN001697,L0057,2026-01-21,20.3,51.4,12.01,Summer,35.3,54.8
EN001698,L0057,2026-01-22,18.4,54.3,12.01,Summer,70.4,56.1
EN001699,L0057,2026-01-23,21.6,53.7,12.01,Summer,60.9,67.6
EN001700,L0057,2026-01-24,20.3,60.3,12.01,Summer,38.1,65.6
EN001701,L0057,2026-01-25,20.1,64.3,12.01,Summer,58.3,61.1
EN001702,L0057,2026-01-26,22.2,55.3,12.01,Summer,75.3,54.2
EN001703,L0057,2026-01-27,22.3,55.7,12.01,Summer,64.9,55.7
EN001704,L0057,2026-01-28,21.0,51.6,12.01,Summer,63.5,58.2
EN001705,L0057,2026-01-29,19.9,57.7,12.01,Summer,61.9,54.9
EN001706,L0057,2026-01-30,20.7,52.0,12.01,Summer,92.8,63.3
EN001707,L0057,2026-01-31,21.4,65.0,12.01,Summer,32.3,45.2
EN001708,L0057,2026-02-01,20.2,49.7,12.01,Summer,56.7,59.0
EN001709,L0057,2026-02-02,22.5,51.2,12.01,Summer,65.6,58.1
EN001710,L0057,2026-02-03,21.5,54.9,12.01,Summer,79.4,57.5
EN001711,L0058,2026-01-05,22.8,60.3,14.26,Summer,60.4,57.7
EN001712,L0058,2026-01-06,19.1,68.8,14.24,Summer,45.8,44.7
EN001713,L0058,2026-01-07,14.2,72.6,14.23,Summer,67.2,67.4
EN001714,L0058,2026-01-08,19.7,57.2,14.22,Summer,44.1,58.1
EN001715,L0058,2026-01-09,17.9,74.9,14.2,Summer,81.4,60.4
EN001716,L0058,2026-01-10,19.7,57.2,14.19,Summer,71.7,58.4
EN001717,L0058,2026-01-11,19.2,67.9,14.17,Summer,41.8,58.7
EN001718,L0058,2026-01-12,17.2,71.5,14.15,Summer,48.5,63.8
EN001719,L0058,2026-01-13,19.4,64.2,14.14,Summer,33.0,61.8
EN001720,L0058,2026-01-14,18.2,62.1,14.12,Summer,50.0,58.6
EN001721,L0058,2026-01-15,16.7,63.6,14.1,Summer,61.1,56.1
EN001722,L0058,2026-01-16,19.4,66.0,14.08,Summer,48.2,52.8
EN001723,L0058,2026-01-17,19.7,71.0,14.06,Summer,35.3,56.1
EN001724,L0058,2026-01-18,17.3,70.6,14.04,Summer,48.7,53.7
EN001725,L0058,2026-01-19,19.9,57.8,14.02,Summer,35.5,50.7
EN001726,L0058,2026-01-20,17.8,73.1,14.0,Summer,39.7,60.3
EN001727,L0058,2026-01-21,18.2,69.6,13.98,Summer,35.6,58.2
EN001728,L0058,2026-01-22,19.8,79.0,13.95,Summer,58.8,55.0
EN001729,L0058,2026-01-23,20.9,77.8,13.93,Summer,27.2,53.8
